iter	Logloss
0	0.6267538666
1	0.5575119873
2	0.5020730644
3	0.4519568381
4	0.4122528207
5	0.3767980278
6	0.3461868116
7	0.315433597
8	0.2921857453
9	0.2680402421
10	0.2469916616
11	0.2314394345
12	0.2199185975
13	0.2047933384
14	0.1900092053
15	0.1781531183
16	0.1675053137
17	0.1567068395
18	0.1483076966
19	0.1401822588
20	0.1309875731
21	0.1238671499
22	0.1171219836
23	0.1112943288
24	0.1065221949
25	0.1020828457
26	0.09680966553
27	0.09287434735
28	0.08909311072
29	0.08594984395
30	0.08284913429
31	0.07949645081
32	0.0768563727
33	0.07406123536
34	0.07163464317
35	0.06960880156
36	0.06780578759
37	0.06600106557
38	0.06500461843
39	0.06305024953
40	0.06107147062
41	0.05958671028
42	0.05826476788
43	0.05665078971
44	0.05564674064
45	0.05465119755
46	0.05358345352
47	0.05304982121
48	0.05237215343
49	0.05180345288
50	0.0509860515
51	0.05020067047
52	0.04948373057
53	0.0483322232
54	0.04766548491
55	0.04719330992
56	0.04675338922
57	0.04633894927
58	0.04598767226
59	0.04536731089
60	0.04499152189
61	0.04443750867
62	0.04379538289
63	0.04362585438
64	0.04315545012
65	0.04257605702
66	0.04150479006
67	0.04128357636
68	0.04099464143
69	0.04063071724
70	0.04045089362
71	0.0401220436
72	0.03964153225
73	0.03936110248
74	0.03890124149
75	0.03866293456
76	0.03822430742
77	0.03798901202
78	0.03783243772
79	0.03750090665
80	0.03734900186
81	0.03709152974
82	0.03683251131
83	0.03658026834
84	0.03605750991
85	0.03587932752
86	0.03567007051
87	0.03514045226
88	0.03490171948
89	0.03457252885
90	0.0344313536
91	0.03424336702
92	0.03392293996
93	0.03362748168
94	0.03335421354
95	0.03301186843
96	0.03249136596
97	0.03215939512
98	0.03194758167
99	0.03188296362
100	0.0316745823
101	0.03137250177
102	0.03094275747
103	0.03074832757
104	0.03055790244
105	0.03027283867
106	0.02994753584
107	0.0298716604
108	0.02979817806
109	0.02943960268
110	0.02883251306
111	0.02845985349
112	0.02833795977
113	0.02821981938
114	0.02796234986
115	0.02778916345
116	0.02766973222
117	0.02737738248
118	0.02713230592
119	0.02698953783
120	0.02681494255
121	0.02664218002
122	0.02642041138
123	0.02620515817
124	0.02603632
125	0.02571553381
126	0.0255921515
127	0.02529121428
128	0.02515047913
129	0.02496844882
130	0.02483181477
131	0.02476961422
132	0.0247014157
133	0.02441341643
134	0.0241406109
135	0.0240276928
136	0.0239626914
137	0.02377369183
138	0.0235720776
139	0.02336842193
140	0.02317847431
141	0.02302870225
142	0.02285288694
